TransactionID,CustomerID,OrderDate,Category,Product,Quantity,UnitPrice,TotalAmount,Segment
TXN13815,CUST02382,2023-02-20,Women's Clothing,Dress,5,114.21,571.05,Champions
TXN5916,CUST00911,2023-02-20,Women's Clothing,Skirt,4,121.83,487.32,Champions
TXN1945,CUST00172,2023-02-20,Women's Clothing,Jacket,4,72.78,291.12,Champions
TXN3894,CUST00536,2023-02-20,Women's Clothing,Jeans,3,36.71,110.13,Loyal
TXN1433,CUST00069,2023-02-20,Women's Clothing,Jeans,3,105.59,316.77,Champions
TXN3903,CUST00537,2023-02-20,Women's Clothing,Skirt,1,144.41,144.41,Champions
TXN13276,CUST02297,2023-02-20,Men's Clothing,Pants,5,79.06,395.3,Champions
TXN13816,CUST02382,2023-02-20,Accessories,Belt,5,64.92,324.6,Champions
TXN5412,CUST00818,2023-02-20,Men's Clothing,T-Shirt,3,50.44,151.32,Loyal
TXN8369,CUST01381,2023-02-20,Footwear,Boots,3,66.46,199.38,Loyal
TXN9745,CUST01639,2023-02-21,Men's Clothing,T-Shirt,1,73.5,73.5,Champions
TXN11226,CUST01910,2023-02-21,Men's Clothing,Sweater,2,89.57,179.14,Champions
TXN18040,CUST03130,2023-02-21,Men's Clothing,Sweater,3,58.95,176.85,Champions
TXN5912,CUST00911,2023-02-21,Men's Clothing,Pants,3,60.89,182.67,Champions
TXN4463,CUST00645,2023-02-21,Men's Clothing,Pants,1,41.48,41.48,Champions
TXN5351,CUST00808,2023-02-21,Men's Clothing,Pants,3,72.05,216.15,Champions
TXN9516,CUST01593,2023-02-21,Footwear,Sneakers,4,102.23,408.92,Loyal
TXN6236,CUST00982,2023-02-21,Men's Clothing,Shirt,1,36.97,36.97,Lost
TXN5210,CUST00782,2023-02-21,Women's Clothing,Skirt,2,40.39,80.78,Champions
TXN16215,CUST02813,2023-02-21,Men's Clothing,Sweater,3,36.59,109.77,Loyal
TXN13576,CUST02345,2023-02-22,Women's Clothing,Skirt,4,44.53,178.12,Loyal
TXN7991,CUST01311,2023-02-22,Women's Clothing,Dress,5,114.69,573.45,Loyal
TXN4302,CUST00608,2023-02-22,Men's Clothing,Shirt,4,112.45,449.8,Loyal
TXN15096,CUST02612,2023-02-22,Men's Clothing,Pants,2,55.35,110.7,Loyal
TXN12707,CUST02180,2023-02-22,Footwear,Boots,4,147.96,591.84,At-Risk
TXN13690,CUST02362,2023-02-22,Men's Clothing,Pants,4,89.97,359.88,Loyal
TXN1722,CUST00129,2023-02-22,Women's Clothing,Blouse,2,66.48,132.96,Loyal
TXN2165,CUST00214,2023-02-22,Accessories,Sunglasses,4,23.38,93.52,Loyal
TXN6810,CUST01092,2023-02-22,Women's Clothing,Blouse,5,80.93,404.65,Loyal
TXN2498,CUST00276,2023-02-23,Women's Clothing,Blouse,1,72.62,72.62,At-Risk
TXN4865,CUST00715,2023-02-23,Women's Clothing,Jeans,2,125.55,251.1,Champions
TXN11507,CUST01953,2023-02-23,Men's Clothing,Shirt,5,54.1,270.5,Lost
TXN15398,CUST02671,2023-02-23,Accessories,Wallet,1,61.97,61.97,Others
TXN7825,CUST01282,2023-02-23,Accessories,Sunglasses,1,72.71,72.71,Loyal
TXN2859,CUST00339,2023-02-23,Men's Clothing,Pants,2,57.76,115.52,Lost
TXN18180,CUST03156,2023-02-23,Footwear,Boots,3,71.95,215.85,Others
TXN13371,CUST02313,2023-02-23,Women's Clothing,Skirt,5,148.34,741.7,Loyal
TXN13098,CUST02259,2023-02-24,Men's Clothing,Shirt,1,70.04,70.04,Lost
TXN7298,CUST01183,2023-02-24,Men's Clothing,Sweater,1,32.21,32.21,At-Risk
TXN7214,CUST01166,2023-02-24,Accessories,Belt,2,15.6,31.2,Lost
TXN14674,CUST02536,2023-02-24,Footwear,Heels,5,166.4,832.0,Loyal
TXN7350,CUST01193,2023-02-24,Women's Clothing,Dress,3,105.98,317.94,Loyal
TXN11620,CUST01972,2023-02-24,Women's Clothing,Jacket,1,125.02,125.02,Champions
TXN11700,CUST01987,2023-02-24,Women's Clothing,Blouse,4,147.66,590.64,Others
TXN3811,CUST00516,2023-02-24,Men's Clothing,Sweater,3,82.46,247.38,At-Risk
TXN14593,CUST02519,2023-02-24,Accessories,Wallet,2,52.16,104.32,Champions
TXN2607,CUST00293,2023-02-24,Accessories,Belt,3,47.68,143.04,Champions
TXN2069,CUST00192,2023-02-24,Women's Clothing,Dress,5,121.38,606.9,Champions
TXN18378,CUST03191,2023-02-24,Footwear,Sneakers,1,173.84,173.84,Champions
TXN1655,CUST00118,2023-02-24,Women's Clothing,Blouse,4,110.31,441.24,Champions
TXN5923,CUST00911,2023-02-24,Accessories,Belt,1,52.91,52.91,Champions
TXN17572,CUST03041,2023-02-25,Accessories,Sunglasses,4,53.38,213.52,Loyal
TXN1654,CUST00118,2023-02-25,Women's Clothing,Blouse,3,139.72,419.16,Champions
TXN1205,CUST00038,2023-02-25,Women's Clothing,Jeans,4,123.38,493.52,Champions
TXN12091,CUST02064,2023-02-25,Accessories,Sunglasses,1,26.45,26.45,Lost
TXN10205,CUST01719,2023-02-25,Women's Clothing,Skirt,3,59.35,178.05,Champions
TXN17412,CUST03011,2023-02-25,Men's Clothing,Pants,5,85.32,426.6,At-Risk
TXN1212,CUST00038,2023-02-25,Men's Clothing,Sweater,5,105.68,528.4,Champions
TXN6888,CUST01106,2023-02-25,Accessories,Wallet,4,37.11,148.44,Others
TXN2996,CUST00363,2023-02-25,Footwear,Loafers,3,55.4,166.2,Lost
TXN17090,CUST02955,2023-02-25,Women's Clothing,Jacket,3,117.05,351.15,At-Risk
TXN13998,CUST02411,2023-02-26,Women's Clothing,Dress,2,131.56,263.12,Others
TXN15760,CUST02740,2023-02-26,Men's Clothing,Shirt,5,48.58,242.9,Loyal
TXN8305,CUST01369,2023-02-26,Footwear,Loafers,3,136.7,410.1,Loyal
TXN6092,CUST00945,2023-02-26,Accessories,Belt,1,54.86,54.86,Lost
TXN17000,CUST02939,2023-02-26,Women's Clothing,Jacket,4,42.78,171.12,Champions
TXN12278,CUST02091,2023-02-26,Accessories,Belt,4,64.19,256.76,Others
TXN3778,CUST00512,2023-02-26,Women's Clothing,Dress,5,108.52,542.6,Champions
TXN5749,CUST00879,2023-02-26,Accessories,Handbag,1,40.12,40.12,Loyal
TXN3125,CUST00392,2023-02-26,Men's Clothing,Jacket,5,111.83,559.15,Loyal
TXN4862,CUST00715,2023-02-26,Women's Clothing,Jeans,4,66.54,266.16,Champions
TXN5072,CUST00749,2023-02-26,Men's Clothing,Shirt,2,35.93,71.86,Lost
TXN16860,CUST02919,2023-02-26,Women's Clothing,Blouse,5,83.85,419.25,Loyal
TXN1626,CUST00111,2023-02-27,Men's Clothing,Sweater,4,71.78,287.12,At-Risk
TXN15733,CUST02734,2023-02-27,Men's Clothing,Sweater,4,113.37,453.48,At-Risk
TXN6952,CUST01115,2023-02-27,Accessories,Belt,2,18.06,36.12,Loyal
TXN3676,CUST00494,2023-02-27,Women's Clothing,Jeans,2,126.51,253.02,At-Risk
TXN17820,CUST03087,2023-02-27,Women's Clothing,Jeans,1,133.09,133.09,Lost
TXN15211,CUST02638,2023-02-27,Footwear,Heels,1,96.37,96.37,Champions
TXN12300,CUST02095,2023-02-27,Women's Clothing,Jacket,1,62.92,62.92,Others
TXN12451,CUST02125,2023-02-27,Men's Clothing,Shirt,2,32.98,65.96,Loyal
TXN15414,CUST02676,2023-02-27,Men's Clothing,Pants,3,53.2,159.6,Others
TXN16923,CUST02928,2023-02-27,Women's Clothing,Skirt,1,111.12,111.12,Loyal
TXN15912,CUST02765,2023-02-27,Men's Clothing,Jacket,2,79.28,158.56,Loyal
TXN2220,CUST00224,2023-02-27,Footwear,Loafers,5,50.28,251.4,Champions
TXN14611,CUST02522,2023-02-28,Accessories,Handbag,2,53.61,107.22,Loyal
TXN4860,CUST00715,2023-02-28,Accessories,Scarf,3,74.73,224.19,Champions
TXN10502,CUST01775,2023-02-28,Men's Clothing,Pants,3,68.84,206.52,Lost
TXN17148,CUST02966,2023-02-28,Women's Clothing,Dress,5,71.53,357.65,At-Risk
TXN5560,CUST00850,2023-02-28,Men's Clothing,Sweater,3,35.59,106.77,Loyal
TXN5416,CUST00819,2023-03-01,Women's Clothing,Jacket,2,89.85,179.7,Champions
TXN14609,CUST02522,2023-03-01,Women's Clothing,Jeans,1,138.03,138.03,Loyal
TXN16995,CUST02939,2023-03-01,Women's Clothing,Jeans,5,44.3,221.5,Champions
TXN9604,CUST01610,2023-03-01,Men's Clothing,Pants,3,31.5,94.5,Champions
TXN18271,CUST03173,2023-03-01,Accessories,Wallet,5,74.14,370.7,Loyal
TXN15415,CUST02676,2023-03-01,Men's Clothing,T-Shirt,3,39.53,118.59,Others
TXN7460,CUST01213,2023-03-02,Women's Clothing,Jacket,1,135.19,135.19,Loyal
TXN14708,CUST02543,2023-03-02,Footwear,Loafers,4,151.97,607.88,Champions
TXN8696,CUST01443,2023-03-02,Women's Clothing,Dress,2,42.09,84.18,At-Risk
TXN7337,CUST01192,2023-03-02,Women's Clothing,Dress,4,90.92,363.68,Champions
TXN5622,CUST00858,2023-03-02,Women's Clothing,Jeans,2,39.78,79.56,At-Risk
TXN7709,CUST01263,2023-03-02,Footwear,Sandals,5,159.4,797.0,Others
TXN12264,CUST02089,2023-03-02,Men's Clothing,Shirt,1,60.63,60.63,Champions
